poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
Sonnet XCI [I can in groups these mimic flowers compose],"Reflections on Some Drawings of Plants

I can in groups these mimic flowers compose,
  These bells and golden eyes, embathed in dew; 
Catch the soft blush that warms the early Rose, 
  Or the pale Iris cloud with veins of blue; 
Copy the scallop’d leaves, and downy stems, 
  And bid the pencil’s varied shades arrest 
Spring’s humid buds, and Summer’s musky gems: 
  But, save the portrait on my bleeding breast, 
I have no semblance of that form adored, 
  That form, expressive of a soul divine, 
  So early blighted, and while life is mine, 
With fond regret, and ceaseless grief deplored— 
  That grief, my angel! with too faithful art 
  Enshrines thy image in thy Mother’s heart. ",Charlotte Smith,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines, follows a clear rhyme scheme (ABAB CDCD EFEF GG), and exhibits the traditional structure of a Shakespearean/English sonnet with three quatrains followed by a concluding couplet. The poem develops its argument through the quatrains, moving from the speaker's ability to draw plants and flowers, to contrasting this with their inability to capture a beloved's form, and finally resolving in the final coupet with the emotional truth that grief has enshrined the beloved's image in the speaker's heart. The iambic pentameter and the volta (turn) that occurs around line 8-9 where the focus shifts from artistic ability to personal loss are also characteristic features of the sonnet form.",Structure,0.95
Chaucer,"Gone are the sensuous stars, and manifold,
Clear sunbeams burst upon the front of night;
Ten thousand swords of azure and of gold
Give darkness to the dark and welcome light;
Across the night of ages strike the gleams,
And leading on the gilded host appears
An old man writing in a book of dreams,
And telling tales of lovers for the years;
Still Troilus hears a voice that whispers, Stay;
In Nature’s garden what a mad rout sings!
Let’s hear these motley pilgrims wile away
The tedious hours with stories of old things;
Or might some shining eagle claim
These lowly numbers for the House of Fame!",Benjamin Brawley,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The rhyme pattern follows ABABCDCDEFEFGG, which is characteristic of a Shakespearean or English sonnet structure. The poem also demonstrates the typical sonnet progression with a development of ideas through three quatrains followed by a concluding couplet. The final two lines (""Or might some shining eagle claim / These lowly numbers for the House of Fame!"") form a rhyming couplet that provides closure to the poem's meditation on poetry, storytelling, and literary tradition. The meter is predominantly iambic pentameter throughout, and the thematic content dealing with literary figures like Troilus and references to Chaucer's works is consistent with the sonnet form's tradition of elevated subject matter.",Structure,0.95
A Fixed Idea,"What torture lurks within a single thought
When grown too constant; and however kind,
However welcome still, the weary mind
Aches with its presence. Dull remembrance taught
Remembers on unceasingly; unsought
The old delight is with us but to find
That all recurring joy is pain refined,
Become a habit, and we struggle, caught.
You lie upon my heart as on a nest,
Folded in peace, for you can never know
How crushed I am with having you at rest
Heavy upon my life. I love you so
You bind my freedom from its rightful quest.
In mercy lift your drooping wings and go.",Amy Lowell,sonnet,Sonnet,"This poem is a sonnet because it consists of exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that presents a problem or situation - the speaker's torment from constant thoughts and memories - followed by a sestet (final 6 lines) that provides a resolution or response - the direct address to the beloved asking them to leave. The rhyme scheme appears to be ABBAABBA for the octave and CDECDE for the sestet, which is characteristic of the Petrarchan form. The volta (turn) occurs at line 9 with ""You lie upon my heart,"" shifting from general reflection on mental anguish to direct address of the beloved.",Structure,0.95
Yourself,"’Tis to yourself I speak; you cannot know
Him whom I call in speaking such an one,
For thou beneath the earth lie buried low,
Which he alone as living walks upon;
Thou mayst at times have heard him speak to you,
And often wished perchance that you were he;
And I must ever wish that it were true,
For then thou couldst hold fellowship with me;
But now thou hear’st us talk as strangers, met
Above the room wherein thou liest abed;
A word perhaps loud spoken thou mayst get,
Or hear our feet when heavily they tread;
But he who speaks, or him who’s spoken to,
Must both remain as strangers still to you.",Jones Very,sonnet,Sonnet,"This poem is a sonnet because it consists of exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Shakespearean (English) sonnet structure with three quatrains and a final couplet. The rhyme scheme appears to be ABAB CDCD EFEF GG, which is the traditional pattern for a Shakespearean sonnet. The language is formal and archaic (using ""thou,"" ""'tis,"" ""mayst""), typical of classical sonnets. The poem also develops a single contemplative theme about communication between the living and the dead, building through the quatrains and concluding with a summarizing couplet, which is characteristic of the sonnet form's argumentative structure.",Structure,0.95
Strikers in Hyde Park,"A woof reversed the fatal shuttles weave, 
How slow! but never once they slip the thread. 
Hither, upon the Georgian idler’s tread, 
Up spacious ways the lindens interleave, 
Clouding the royal air since yester-eve, 
Come men bereft of time and scant of bread, 
Loud, who were dumb, immortal, who were dead, 
Thro’ the cowed world their kingdom to retrieve. 
 
What ails thee, England? Altar, mart, and grange 
Dream of the knife by night; not so, not so 
The clear Republic waits the general throe, 
Along her noonday mountains’ open range. 
God be with both! for one is young to know 
The other’s rote of evil and of change.",Louise Imogen Guiney,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 14 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the Petrarchan (Italian) sonnet structure with an octave (first 8 lines) that presents a situation or problem, followed by a sestet (final 6 lines) that provides reflection or resolution. The rhyme scheme appears to be ABBAABBA for the octave (weave/interleave/retrieve, thread/bread/dead) and CDECDE for the sestet (change/range, so/know/throe). The volta (turn) occurs at line 9 with ""What ails thee, England?"" shifting from describing social upheaval to directly addressing England and contrasting it with ""the clear Republic."" The formal structure, meter, rhyme scheme, and thematic development all clearly identify this as a traditional sonnet.",Structure,0.95
Sin of self-love possesseth all mine eye (Sonnet 62),"Sin of self-love possesseth all mine eye
And all my soul and all my every part;
And for this sin there is no remedy,
It is so grounded inward in my heart.
Methinks no face so gracious is as mine,
No shape so true, no truth of such account;
And for myself mine own worth do define,
As I all other in all worths surmount.
But when my glass shows me myself indeed,
Beated and chopp’d with tann’d antiquity,
Mine own self-love quite contrary I read;
Self so self-loving quite contrary I read;
Self so self-loving were iniquity.
    ’Tis thee, myself, that for myself I praise,
    Painting my age with beauty of thy days.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with 14 lines written in iambic pentameter. The poem contains three quatrains (4-line stanzas) followed by a concluding couplet (2 lines), which is the hallmark of a Shakespearean sonnet. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern. The poem also demonstrates the typical sonnet's thematic structure: the first three quatrains develop the theme of self-love and vanity, while the final couplet provides a resolution or ""turn"" that reveals the speaker is actually praising someone else (""'Tis thee, myself, that for myself I praise""). The language, meter, and contemplative tone about love and self-reflection are characteristic of Shakespearean sonnets.",Structure,0.98
Modern Love: XXXVI,"My Lady unto Madam makes her bow.
The charm of women is, that even while
You’re probed by them for tears you yet may smile,
Nay, laugh outright, as I have done just now.
The interview was gracious: they anoint
(To me aside) each other with fine praise:
Discriminating compliments they raise,
That hit with wondrous aim on the weak point:
My Lady’s nose of Nature might complain.
It is not fashioned aptly to express
Her character of large-browed steadfastness.
But Madam says: ‘Thereof she may be vain!’
Now Madam’s faulty feature is a glazed
And inaccessible eye, that has soft fires,
Wide gates, at love-time only. This admires
My Lady. At the two I stand amazed.",George Meredith,sonnet,Sonnet,"This poem is a sonnet because it contains exactly 16 lines written in iambic pentameter with a clear rhyme scheme. The poem follows the structure of a Petrarchan or Italian sonnet variant, with an ABBA CDDC EFEF GHGH rhyme pattern. It presents a unified theme exploring the interaction between two women (""My Lady"" and ""Madam"") and their mutual compliments about each other's perceived flaws. The poem develops this single conceit throughout, examining how women can graciously praise each other while subtly highlighting weaknesses. The volta or turn occurs around line 9 where the focus shifts from general observations to specific physical features. The formal structure, meter, rhyme scheme, and thematic development all align with sonnet conventions.",Structure,0.95
A woman’s face with nature’s own hand painted (Sonnet 20),"A woman’s face with nature’s own hand painted,
Hast thou, the master mistress of my passion;
A woman’s gentle heart, but not acquainted
With shifting change, as is false women’s fashion:
An eye more bright than theirs, less false in rolling,
Gilding the object whereupon it gazeth;
A man in hue all ‘hues’ in his controlling,
Which steals men’s eyes and women’s souls amazeth.
And for a woman wert thou first created;
Till Nature, as she wrought thee, fell a-doting,
And by addition me of thee defeated,
By adding one thing to my purpose nothing.
    But since she prick’d thee out for women’s pleasure,
    Mine be thy love and thy love’s use their treasure.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with exactly 14 lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with three quatrains (four-line stanzas) followed by a final rhyming couplet. The poem also demonstrates the characteristic ""turn"" or shift in the final couplet, where the speaker moves from describing the subject's beauty to expressing his own relationship to that beauty. The language, meter, and thematic content are all consistent with Shakespearean sonnets, and this appears to be Shakespeare's Sonnet 20.",Structure,1.0
"Epitaph on the Tombstone of a Child, the Last of Seven that Died Before","This Little, Silent, Gloomy Monument,
Contains all that was sweet and innocent ;
The softest pratler that e'er found a Tongue,
His Voice was Musick and his Words a Song ;
Which now each List'ning Angel smiling hears,
Such pretty Harmonies compose the Spheres;
Wanton as unfledg'd Cupids, ere their Charms
Has learn'd the little arts of doing harms ;
Fair as young Cherubins, as soft and kind,
And tho translated could not be refin'd ;
The Seventh dear pledge the Nuptial Joys had given,
Toil'd here on Earth, retir'd to rest in Heaven ;
Where they the shining Host of Angels fill,
Spread their gay wings before the Throne, and smile.",Aphra Behn,sonnet,Sonnet,"This poem is a sonnet because it consists of exactly 14 lines written in iambic pentameter with a consistent rhyme scheme. The poem follows the structure of an English (Shakespearean) sonnet with rhyming couplets (aa, bb, cc, dd, ee, ff, gg) throughout. It presents a unified theme - an elegy for a deceased child - that develops through the 14 lines and concludes with a final couplet that provides resolution. The formal constraints, meter, rhyme pattern, and thematic development all align with sonnet conventions, despite the somewhat unusual couplet rhyme scheme rather than the more traditional ABAB CDCD EFEF GG pattern.",Structure,0.85
"That thou hast her, it is not all my grief (Sonnet 42) ","That thou hast her, it is not all my grief,
And yet it may be said I loved her dearly;
That she hath thee, is of my wailing chief,
A loss in love that ouches me more nearly.
Loving offenders, thus I will excuse ye:
Thou dost hove her, because thou know’st I love her;
And for my sake even so doth she abuse me,
Suffering my friend for my sake to approve her.
If I lose thee, my loss is my love’s gain,
And losing her, my friend hath found that loss;
Both find each other, and I lose both twain,
And both for my sake lay on me this cross:
    But here’s the joy; my friend and I are one;
    Sweet flattery! then she loves but me alone.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with exactly 14 lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides a concluding twist or resolution to the poem's argument. The poem also demonstrates the typical sonnet's volta or turn, where the final couplet offers a contrasting perspective on the love triangle described in the preceding twelve lines. The language, meter, and thematic content (exploring complex romantic relationships and philosophical reflections on love) are all characteristic of Shakespearean sonnets.",Structure,1.0
"Oh, oh, you will be sorry for that word! ","Oh, oh, you will be sorry for that word!
Give back my book and take my kiss instead.
Was it my enemy or my friend I heard,
“What a big book for such a little head!”
Come, I will show you now my newest hat,
And you may watch me purse my mouth and prink!
Oh, I shall love you still, and all of that.
I never again shall tell you what I think.
I shall be sweet and crafty, soft and sly;
You will not catch me reading any more:
I shall be called a wife to pattern by;
And some day when you knock and push the door,
Some sane day, not too bright and not too stormy,
I shall be gone, and you may whistle for me.",Edna St. Vincent Millay,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme (ABAB CDCD EFEF GG), which is characteristic of a Shakespearean sonnet. The poem presents a unified dramatic situation - a speaker's response to being mocked for reading - and develops this theme through three quatrains before concluding with a rhyming couplet that delivers the final ""turn"" or resolution. The meter appears to be iambic pentameter, and the volta (thematic shift) occurs in the final couplet where the speaker reveals their ultimate intention to leave. The poem's structure, rhyme scheme, and thematic development all align perfectly with the sonnet form.",Structure,0.95
"Then hate me when thou wilt; if ever, now; (Sonnet 90) ","Then hate me when thou wilt; if ever, now;
Now, while the world is bent my deeds to cross,
Join with the spite of fortune, making me bow,
And do not drop in for an after-loss:
Ah, do not, when my heart hath ’scaped this sorrow,
Come in the rearward of a conquer’d woe;
Give not a windy night a rainy morrow,
To linger out a purposed overthrow.
If thou wilt leave me, do not leave me last,
When other petty griefs have done their spite,
But in the onset come; so shall I taste 
At first the very worst of fortune’s might,
    And other strains of woe, which now seem woe,
    Compared with loss of thee will not seem so.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with fourteen lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides resolution to the argument presented in the preceding twelve lines. The poem's thematic structure also matches sonnet conventions, developing a single emotional plea through three quatrains before delivering a concluding thought in the couplet. The language, meter, and archaic English (""thou,"" ""wilt,"" ""hath"") are consistent with Shakespearean sonnets, and the poem appears to be from Shakespeare's actual sonnet sequence.",Structure,1.0
Accuse me thus: that I have scanted all (Sonnet 117),"Accuse me thus: that I have scanted all
Wherein I should your great deserts repay,
Forgot upon your dearest love to call,
Whereto all bonds do tie me day by day;
That I have frequent been with unknown minds
And given to time your own dear-purchased right;
That I have hoisted sail to all the winds
Which should transport me farthest from your sight.
Book both my willfulness and errors down
And on just proof surmise accumulate;
Bring me within the level of your frown,
But shoot not at me in your waken’d hate;
    Since my appeal says I did strive to prove
    The constancy and virtue of your love.",William Shakespeare,sonnet,Sonnet,"This poem is a sonnet because it follows the classic Shakespearean sonnet structure with fourteen lines written in iambic pentameter. The rhyme scheme follows the traditional ABAB CDCD EFEF GG pattern, with the final two lines forming a rhyming couplet that provides resolution to the argument presented in the preceding twelve lines. The poem is organized into three quatrains that develop the speaker's confession of wrongdoing, followed by a concluding couplet that offers justification or explanation. The meter is consistently iambic pentameter throughout, and the language and style are characteristic of Shakespearean sonnets, with formal diction and complex syntax typical of the form.",Structure,1.0
"Idea 20: An evil spirit, your beauty, haunts me still","An evil spirit, your beauty, haunts me still,
Wherewith, alas, I have been long possess'd,
Which ceaseth not to tempt me to each ill,
Nor gives me once but one poor minute's rest.
In me it speaks, whether I sleep or wake;
And when by means to drive it out I try,
With greater torments then it me doth take,
And tortures me in most extremity.
Before my face it lays down my despairs,
And hastes me on unto a sudden death;
Now tempting me to drown myself in tears,
And then in sighing to give up my breath.
Thus am I still provok'd to every evil
By this good-wicked spirit, sweet angel-devil.",Michael Drayton,sonnet,Sonnet,"This poem is a sonnet because it follows the traditional 14-line structure with a clear rhyme scheme (ABAB CDCD EFEF GG), which is characteristic of a Shakespearean or English sonnet. The poem is written in iambic pentameter, another defining feature of the sonnet form. It presents a single theme or argument throughout - the speaker's torment by an ""evil spirit"" of beauty - and concludes with a rhyming couplet that provides resolution or summation of the theme with the paradoxical ""good-wicked spirit, sweet angel-devil."" The volta or turn typically occurs around line 9 (""Before my face it lays down my despairs""), shifting from describing the spirit's general torments to its specific threats of death and despair.",Structure,0.98
Mary's Girlhood (for a Picture),"This is that blessed Mary, pre-elect
     God's Virgin. Gone is a great while, and she
     Dwelt young in Nazareth of Galilee.
Unto God's will she brought devout respect,
Profound simplicity of intellect,
     And supreme patience. From her mother's knee
     Faithful and hopeful; wise in charity;
Strong in grave peace; in pity circumspect.

So held she through her girlhood; as it were
     An angel-water'd lily, that near God
          Grows and is quiet. Till, one dawn at home,
She woke in her white bed, and had no fear
     At all,—yet wept till sunshine, and felt aw'd:
          Because the fulness of the time was come.",Dante Gabriel Rossetti,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear octave (first 8 lines) and sestet (last 6 lines). The octave establishes Mary's character and virtues with an ABBAABBA rhyme scheme (elect/respect, she/Galilee, intellect/circumspect, knee/charity). The sestet shifts to describe a specific moment of divine calling with a CDECDE rhyme pattern (were/fear, God/aw'd, home/come). The poem also demonstrates the traditional sonnet's thematic structure: the octave presents the general situation (Mary's pious nature), while the sestet provides the dramatic turn or ""volta"" focusing on the moment of the Annunciation. The formal meter and elevated religious subject matter are also characteristic of the sonnet tradition.",Structure,0.95
Sonnets from the Portuguese 26: I lived with visions for my company,"I lived with visions for my company, 
Instead of men and women, years ago, 
And found them gentle mates, nor thought to know 
A sweeter music than they played to me. 
But soon their trailing purple was not free 
Of this world's dust, — their lutes did silent grow, 
And I myself grew faint and blind below 
Their vanishing eyes. Then THOU didst come ... to be, 
Belovèd, what they seemed. Their shining fronts, 
Their songs, their splendours, (better, yet the same, 
As river-water hallowed into fonts) 
Met in thee, and from out thee overcame 
My soul with satisfaction of all wants — 
Because God's gifts put man's best dreams to shame.",Elizabeth Barrett Browning,sonnet,Sonnet,"This poem is a sonnet because it follows the classic 14-line structure with a clear rhyme scheme (ABBAABBA CDECDE), which is characteristic of a Petrarchan or Italian sonnet. The poem has the traditional volta (turn) at line 8 with ""Then THOU didst come,"" shifting from the speaker's past experience with visions to the present reality of the beloved. The meter appears to be iambic pentameter, another hallmark of the sonnet form. The thematic structure also follows sonnet conventions, presenting a problem or situation in the octave (lines 1-8) about living with visions that eventually fade, and then resolving it in the sestet (lines 9-14) with the arrival of the beloved who surpasses these visions.",Structure,0.95
