duplex_eligible,PES_phrase,RR_phrase,EC_phrase,WES_word,WRS_word,WC_word,first_last_max_phrase_len,first_last_num_matches,poem_id,n_lines,subject,with_brown_rules,prompt_type
False,,,,,,,,,131,15,abuse,True,specific
False,,,,,,,,,132,16,activities,True,general
False,,,,,,,,,133,16,activities,True,figurative
False,,,,,,,,,134,15,activities,True,specific
False,,,,,,,,,135,16,arts & sciences,True,general
False,,,,,,,,,136,16,arts & sciences,True,figurative
False,,,,,,,,,137,20,arts & sciences,True,specific
False,,,,,,,,,138,13,christianity,True,general
True,4.428571428571429,0.7142857142857143,3.7142857142857144,2.4285714285714284,0.14285714285714285,2.2857142857142856,7.0,4.0,139,14,christianity,True,figurative
False,,,,,,,,,140,18,christianity,True,specific
False,,,,,,,,,141,16,chronic illness,True,general
False,,,,,,,,,142,15,chronic illness,True,figurative
False,,,,,,,,,143,16,chronic illness,True,specific
False,,,,,,,,,144,16,crime & punishment,True,general
False,,,,,,,,,145,16,crime & punishment,True,figurative
False,,,,,,,,,146,16,crime & punishment,True,specific
False,,,,,,,,,147,16,cycles,True,general
False,,,,,,,,,148,15,cycles,True,figurative
False,,,,,,,,,149,15,cycles,True,specific
False,,,,,,,,,150,15,desire & passion,True,general
False,,,,,,,,,151,16,desire & passion,True,figurative
True,6.714285714285714,0.7142857142857143,6.0,4.428571428571429,0.42857142857142855,4.0,10.0,6.0,152,14,desire & passion,True,specific
True,2.5714285714285716,0.8571428571428571,1.7142857142857144,1.5714285714285714,0.5714285714285714,1.0,9.0,6.0,153,14,doubt & contemplation,True,general
True,5.142857142857143,3.142857142857143,2.0000000000000004,2.857142857142857,1.8571428571428572,1.0,9.0,5.0,154,14,doubt & contemplation,True,figurative
False,,,,,,,,,155,16,doubt & contemplation,True,specific
False,,,,,,,,,156,16,family & ancestors,True,general
False,,,,,,,,,157,15,family & ancestors,True,figurative
False,,,,,,,,,158,15,family & ancestors,True,specific
True,3.0,1.7142857142857142,1.2857142857142858,1.5714285714285714,0.8571428571428571,0.7142857142857143,6.0,3.0,159,14,gender & sexuality,True,general
False,,,,,,,,,160,16,gender & sexuality,True,figurative
False,,,,,,,,,161,16,gender & sexuality,True,specific
True,6.714285714285714,0.7142857142857143,6.0,4.142857142857143,0.14285714285714285,4.0,7.0,4.0,162,14,greek & roman mythology,True,general
False,,,,,,,,,163,16,greek & roman mythology,True,figurative
False,,,,,,,,,164,15,greek & roman mythology,True,specific
False,,,,,,,,,165,15,history & politics,True,general
False,,,,,,,,,166,15,history & politics,True,figurative
False,,,,,,,,,167,15,history & politics,True,specific
True,3.857142857142857,0.2857142857142857,3.5714285714285716,2.5714285714285716,0.14285714285714285,2.428571428571429,9.0,7.0,168,14,home life,True,general
False,,,,,,,,,169,16,home life,True,figurative
False,,,,,,,,,170,16,home life,True,specific
False,,,,,,,,,171,16,hope,True,general
False,,,,,,,,,172,15,hope,True,figurative
False,,,,,,,,,173,16,hope,True,specific
False,,,,,,,,,174,16,humor & satire,True,general
True,8.142857142857142,0.5714285714285714,7.571428571428571,5.142857142857143,0.42857142857142855,4.714285714285714,7.0,5.0,175,14,humor & satire,True,figurative
True,1.5714285714285714,1.7142857142857142,-0.1428571428571428,0.7142857142857143,0.5714285714285714,0.1428571428571429,7.0,5.0,176,14,humor & satire,True,specific
False,,,,,,,,,177,16,indoor activities,True,general
False,,,,,,,,,178,16,indoor activities,True,figurative
False,,,,,,,,,179,16,indoor activities,True,specific
False,,,,,,,,,180,16,life choices,True,general
False,,,,,,,,,181,16,life choices,True,figurative
False,,,,,,,,,182,16,life choices,True,specific
False,,,,,,,,,183,16,lgbtq+,True,general
True,4.142857142857143,0.8571428571428571,3.285714285714286,2.2857142857142856,0.42857142857142855,1.857142857142857,1.0,1.0,184,14,lgbtq+,True,figurative
True,5.428571428571429,0.8571428571428571,4.571428571428572,3.2857142857142856,0.42857142857142855,2.857142857142857,11.0,7.0,185,14,lgbtq+,True,specific
False,,,,,,,,,186,16,living,True,general
True,4.571428571428571,0.5714285714285714,4.0,2.7142857142857144,0.0,2.7142857142857144,8.0,5.0,187,14,living,True,figurative
False,,,,,,,,,188,15,living,True,specific
False,,,,,,,,,189,18,love,True,general
False,,,,,,,,,190,16,love,True,figurative
False,,,,,,,,,191,16,love,True,specific
False,,,,,,,,,192,16,love death avoidance,True,general
True,3.142857142857143,0.5714285714285714,2.571428571428571,2.0,0.42857142857142855,1.5714285714285714,10.0,7.0,193,14,love death avoidance,True,figurative
False,,,,,,,,,194,16,love death avoidance,True,specific
False,,,,,,,,,195,13,memory & nostalgia,True,general
False,,,,,,,,,196,16,memory & nostalgia,True,figurative
False,,,,,,,,,197,16,memory & nostalgia,True,specific
True,1.1428571428571428,0.42857142857142855,0.7142857142857142,0.7142857142857143,0.42857142857142855,0.28571428571428575,1.0,1.0,198,14,men & women,True,general
False,,,,,,,,,199,16,men & women,True,figurative
False,,,,,,,,,200,16,men & women,True,specific
True,4.857142857142857,0.5714285714285714,4.285714285714286,3.4285714285714284,0.2857142857142857,3.142857142857143,8.0,6.0,201,14,mythology & folklore,True,general
False,,,,,,,,,202,16,mythology & folklore,True,figurative
False,,,,,,,,,203,16,mythology & folklore,True,specific
False,,,,,,,,,204,16,nature,True,general
False,,,,,,,,,205,13,nature,True,figurative
False,,,,,,,,,206,16,nature,True,specific
False,,,,,,,,,207,16,power,True,general
False,,,,,,,,,208,16,power,True,figurative
False,,,,,,,,,209,16,power,True,specific
True,6.0,0.42857142857142855,5.571428571428571,3.857142857142857,0.0,3.857142857142857,8.0,6.0,210,14,poetry & poets,True,general
False,,,,,,,,,211,16,poetry & poets,True,figurative
False,,,,,,,,,212,16,poetry & poets,True,specific
True,3.0,1.1428571428571428,1.8571428571428572,2.0,0.5714285714285714,1.4285714285714286,7.0,5.0,213,14,race & ethnicity,True,general
True,2.5714285714285716,1.1428571428571428,1.4285714285714288,1.2857142857142858,0.42857142857142855,0.8571428571428572,9.0,6.0,214,14,race & ethnicity,True,figurative
False,,,,,,,,,215,16,race & ethnicity,True,specific
False,,,,,,,,,216,15,relationships,True,general
False,,,,,,,,,217,16,relationships,True,figurative
False,,,,,,,,,218,17,relationships,True,specific
False,,,,,,,,,219,16,romantic love,True,general
False,,,,,,,,,220,16,romantic love,True,figurative
False,,,,,,,,,221,15,romantic love,True,specific
False,,,,,,,,,222,16,sexual violence,True,general
True,2.857142857142857,1.8571428571428572,1.0,2.0,1.2857142857142858,0.7142857142857142,7.0,5.0,223,14,sexual violence,True,figurative
False,,,,,,,,,224,18,sexual violence,True,specific
True,5.428571428571429,0.42857142857142855,5.0,3.2857142857142856,0.0,3.2857142857142856,8.0,4.0,225,14,sorrow & grieving,True,general
False,,,,,,,,,226,16,sorrow & grieving,True,figurative
False,,,,,,,,,227,16,sorrow & grieving,True,specific
False,,,,,,,,,228,16,social commentaries,True,general
True,7.571428571428571,1.2857142857142858,6.285714285714286,4.285714285714286,0.2857142857142857,4.0,9.0,6.0,229,14,social commentaries,True,figurative
False,,,,,,,,,230,15,social commentaries,True,specific
False,,,,,,,,,231,16,subjugation,True,general
False,,,,,,,,,232,16,subjugation,True,figurative
True,3.2857142857142856,0.5714285714285714,2.7142857142857144,1.5714285714285714,0.2857142857142857,1.2857142857142856,8.0,4.0,233,14,subjugation,True,specific
False,,,,,,,,,234,16,the mind,True,general
False,,,,,,,,,235,16,the mind,True,figurative
False,,,,,,,,,236,16,the mind,True,specific
False,,,,,,,,,237,15,trees and flowers,True,general
False,,,,,,,,,238,15,trees and flowers,True,figurative
False,,,,,,,,,239,18,trees and flowers,True,specific
True,2.5714285714285716,0.8571428571428571,1.7142857142857144,1.5714285714285714,0.5714285714285714,1.0,10.0,6.0,240,14,truth,True,general
False,,,,,,,,,241,16,truth,True,figurative
False,,,,,,,,,242,15,truth,True,specific
True,4.428571428571429,0.2857142857142857,4.142857142857143,2.7142857142857144,0.0,2.7142857142857144,7.0,4.0,243,14,twilight,True,general
True,2.2857142857142856,2.4285714285714284,-0.1428571428571428,1.1428571428571428,1.2857142857142858,-0.14285714285714302,5.0,4.0,244,14,twilight,True,figurative
False,,,,,,,,,245,15,twilight,True,specific
False,,,,,,,,,246,16,urban environment,True,general
False,,,,,,,,,247,16,urban environment,True,figurative
False,,,,,,,,,248,15,urban environment,True,specific
False,,,,,,,,,249,16,war & conflict,True,general
True,4.428571428571429,0.42857142857142855,4.0,2.4285714285714284,0.0,2.4285714285714284,8.0,4.0,250,14,war & conflict,True,figurative
False,,,,,,,,,251,16,war & conflict,True,specific
True,4.142857142857143,0.14285714285714285,4.0,2.7142857142857144,0.0,2.7142857142857144,0.0,0.0,252,14,weather,True,general
True,4.857142857142857,0.7142857142857143,4.142857142857142,3.0,0.14285714285714285,2.857142857142857,7.0,5.0,253,14,weather,True,figurative
False,,,,,,,,,254,16,weather,True,specific
False,,,,,,,,,255,16,youth,True,general
False,,,,,,,,,256,15,youth,True,figurative
False,,,,,,,,,257,16,youth,True,specific
